0.5swap, sample1,6754.442110528134,1000,29118,211,242
0.382swap, sample1,6750.8315591530645,1000,28059,192,283
0.33333333333swap, sample1,6734.065268325823,1000,28236,161,321
0.33333333333swap, sample1,6754.686317995953,1000,27455,155,328
0.2swap, sample1,6729.903740233496,1000,29297,103,398
0.2swap, sample1,6759.549541074866,1000,29712,103,389
